Minister,Date,Schedule Time,Start Time,End Time,Title,Type,Portfolio,Location,Notes,Attendees Text,Attendees Names
Andrew Hoggard,5/6/2024,3:20 PM - 3:50 PM,3:20 PM,3:50 PM,Agriculture Officials,OFFICIALS,Associate Agriculture,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/20/2024,9:45 AM - 10:15 AM,9:45 AM,10:15 AM,Agriculture Officials,OFFICIALS,Associate Agriculture,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/22/2024,3:00 PM - 3:30 PM,3:00 PM,3:30 PM,Agriculture Officials,OFFICIALS,Associate Agriculture,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/22/2024,5:20 PM - 5:35 PM,5:20 PM,5:35 PM,Agriculture Officials,OFFICIALS,Associate Agriculture,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/27/2024,3:45 PM - 4:15 PM,3:45 PM,4:15 PM,Agriculture Officials,OFFICIALS,Associate Agriculture,Parliament Buildings,,MPI Officials,
Andrew Hoggard,4/8/2024,11:40 AM - 12:10 PM,11:40 AM,12:10 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,4/29/2024,11:40 AM - 12:10 PM,11:40 AM,12:10 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/17/2024,3:00 PM - 3:30 PM,3:00 PM,3:30 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Microsoft Teams Meeting,,MPI Officials,
Andrew Hoggard,6/19/2024,12:45 PM - 1:15 PM,12:45 PM,1:15 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/19/2024,2:15 PM - 2:45 PM,2:15 PM,2:45 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/24/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/26/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/3/2024,3:00 PM - 4:00 PM,3:00 PM,4:00 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Auckland,,MPI Officials,
Andrew Hoggard,5/6/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/6/2024,4:00 PM - 5:00 PM,4:00 PM,5:00 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/9/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/20/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/22/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/27/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,Biosecurity Officials,OFFICIALS,Biosecurity,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/8/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,7/31/2024,4:00 PM - 4:45 PM,4:00 PM,4:45 PM,Environment Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,4/10/2024,4:00 PM - 4:45 PM,4:00 PM,4:45 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,6/10/2024,2:00 PM - 2:30 PM,2:00 PM,2:30 PM,Environment Officials,OFFICIALS,Associate Environment,Microsoft Teams Meeting,,MFE Officials,
Andrew Hoggard,6/19/2024,11:30 AM - 12:30 PM,11:30 AM,12:30 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,6/26/2024,5:00 PM - 5:30 PM,5:00 PM,5:30 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,5/1/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,5/22/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,5/29/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Environment Officials,OFFICIALS,Associate Environment,Parliament Buildings,,MFE Officials,
Andrew Hoggard,8/7/2024,3:50 PM - 4:20 PM,3:50 PM,4:20 PM,Environment Officials,OFFICIALS,Associate Environment,Wellington,,Environment Officials,
Andrew Hoggard,8/28/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,Environment Officials,OFFICIALS,Associate Environment,Wellington,,Environment Officials,
Andrew Hoggard,10/16/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Environment Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,10/24/2024,8:15 AM - 8:45 AM,8:15 AM,8:45 AM,Environment Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,8/22/2024,2:00 PM - 2:30 PM,2:00 PM,2:30 PM,Environment Officials,OFFICIALS,Associate Environment,Video Conference,,Emvironment Officials,
Andrew Hoggard,8/22/2024,2:30 PM - 3:00 PM,2:30 PM,3:00 PM,Environment Officials,OFFICIALS,Associate Environment,Video Conference,,Environment Officials,
Andrew Hoggard,7/8/2024,10:30 AM - 11:00 AM,10:30 AM,11:00 AM,Environment Officials,OFFICIALS,Associate Environment,Online,,Officials,
Andrew Hoggard,4/8/2024,1:00 PM - 1:30 PM,1:00 PM,1:30 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,4/8/2024,1:30 PM - 2:30 PM,1:30 PM,2:30 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,4/29/2024,11:10 AM - 11:30 AM,11:10 AM,11:30 AM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,4/29/2024,4:30 PM - 5:10 PM,4:30 PM,5:10 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/18/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/19/2024,2:50 PM - 3:20 PM,2:50 PM,3:20 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/24/2024,11:05 AM - 11:35 AM,11:05 AM,11:35 AM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,6/24/2024,12:50 PM - 1:50 PM,12:50 PM,1:50 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/6/2024,11:05 AM - 11:35 AM,11:05 AM,11:35 AM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/6/2024,2:30 PM - 3:00 PM,2:30 PM,3:00 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/13/2024,3:00 PM - 3:30 PM,3:00 PM,3:30 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/20/2024,11:05 AM - 11:35 AM,11:05 AM,11:35 AM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/27/2024,11:05 AM - 11:35 AM,11:05 AM,11:35 AM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,5/29/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,Food Safety Officials,OFFICIALS,Food Safety,Parliament Buildings,,MPI Officials,
Andrew Hoggard,7/22/2024,11:05 AM - 11:35 AM,11:05 AM,11:35 AM,MPI Officials,OFFICIALS,Food Safety,Wellington,,Officials,
Andrew Hoggard,7/22/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,7/22/2024,1:30 PM - 2:00 PM,1:30 PM,2:00 PM,MPI Officials,OFFICIALS,Associate Agriculture & Biosecurity,Wellington,,Officials,
Andrew Hoggard,7/30/2024,8:00 AM - 8:45 AM,8:00 AM,8:45 AM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,8/5/2024,11:10 AM - 12:40 PM,11:10 AM,12:40 PM,MPI Officials,OFFICIALS,"Biosecurity, Associate Environment & Associate Agriculture",Wellington,,MPI Officials,
Andrew Hoggard,8/6/2024,4:40 PM - 5:10 PM,4:40 PM,5:10 PM,MPI Officials,OFFICIALS,Associate Agriculture,Wellington,,MPI Officials,
Andrew Hoggard,8/7/2024,3:10 PM - 3:50 PM,3:10 PM,3:50 PM,MPI Officials,OFFICIALS,Associate Agriculture,Wellingtgon,,MPI Officials,
Andrew Hoggard,8/8/2024,9:00 AM - 9:30 AM,9:00 AM,9:30 AM,MPI Officials,OFFICIALS,Associate Agriculture,Wellington,,MPI Officials,
Andrew Hoggard,8/28/2024,8:00 AM - 8:30 AM,8:00 AM,8:30 AM,MPI Officials,OFFICIALS,Food Safety,Wellington,,MPI Officials,
Andrew Hoggard,8/28/2024,10:45 AM - 11:15 AM,10:45 AM,11:15 AM,MPI Officials,OFFICIALS,Food Safety,Wellington,,MPI Officials,
Andrew Hoggard,10/16/2024,11:00 AM - 12:25 PM,11:00 AM,12:25 PM,MPI Officials,OFFICIALS,"Biosecurity, Food Safety & Associate Agricutlure",Wellington,,Officials,
Andrew Hoggard,10/16/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,MPI Officials,OFFICIALS,Food Safety,Wellington,,Officials,
Andrew Hoggard,10/17/2024,9:00 AM - 9:45 AM,9:00 AM,9:45 AM,MPI Officials,OFFICIALS,Associate Agriculture,Wellington,,Officials,
Andrew Hoggard,10/17/2024,10:45 AM - 11:30 AM,10:45 AM,11:30 AM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,10/24/2024,9:00 AM - 10:00 AM,9:00 AM,10:00 AM,MPI Officials,OFFICIALS,Food Safety & Biosecurity,Wellington,,Officials,
Andrew Hoggard,9/9/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,9/9/2024,5:00 PM - 5:30 PM,5:00 PM,5:30 PM,MPI Officials,OFFICIALS,Food Safety & Biosecurity,Wellington,,Officials,
Andrew Hoggard,9/10/2024,4:10 PM - 4:40 PM,4:10 PM,4:40 PM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,9/16/2024,11:10 AM - 12:40 PM,11:10 AM,12:40 PM,MPI Officials,OFFICIALS,"Biosecurity, Food Safety & Associate Agriculture",Wellington,,Officials,
Andrew Hoggard,9/23/2024,11:10 AM - 12:40 PM,11:10 AM,12:40 PM,MPI Officials,OFFICIALS,"Biosecurity, Food Safety & Associate Agriculture",Wellington,,Officials,
Andrew Hoggard,9/23/2024,4:00 PM - 5:00 PM,4:00 PM,5:00 PM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,9/26/2024,10:15 AM - 10:45 AM,10:15 AM,10:45 AM,MPI Officials,OFFICIALS,Associate Agriculture,Wellington,,Officials,
Andrew Hoggard,9/26/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,7/1/2024,2:30 PM - 2:45 PM,2:30 PM,2:45 PM,MPI Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,8/23/2024,12:00 PM - 12:45 PM,12:00 PM,12:45 PM,MPI Officials,OFFICIALS,Associate Agriculture,Video Conference,,MPI Officials,
Andrew Hoggard,7/8/2024,9:00 AM - 9:30 AM,9:00 AM,9:30 AM,MPI Officials,OFFICIALS,Associate Agriculture,Online,,Officials,
Andrew Hoggard,7/8/2024,9:45 AM - 10:15 AM,9:45 AM,10:15 AM,MPI Officials,OFFICIALS,Biosecurity,Online,,Officials,
Andrew Hoggard,7/8/2024,11:15 AM - 11:45 AM,11:15 AM,11:45 AM,MPI Officials,OFFICIALS,Food Safety,Online,,Officials,
Andrew Hoggard,7/8/2024,3:00 PM - 3:30 PM,3:00 PM,3:30 PM,MPI Officials,OFFICIALS,Associate Agriculture,Online,,Officials,
Andrew Hoggard,7/16/2024,9:00 AM - 9:30 AM,9:00 AM,9:30 AM,MPI Officials,OFFICIALS,Biosecurity,Online,,Officials,
Andrew Hoggard,7/16/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,MPI Officials,OFFICIALS,Biosecurity,Online,,Officials,
Andrew Hoggard,7/16/2024,3:30 PM - 4:30 PM,3:30 PM,4:30 PM,MPI Officials,OFFICIALS,Food Safety,Online,,Officials,
Andrew Hoggard,7/29/2024,11:10 AM - 12:40 PM,11:10 AM,12:40 PM,MPI Officials Meetings,OFFICIALS,"Food Safety, Biosecurity, Associate Agriculture",Wellington,,Officials,
Andrew Hoggard,8/26/2024,8:50 AM - 10:20 AM,8:50 AM,10:20 AM,MPI Officials Meetings,OFFICIALS,"Biosecurity, Food Safety & Associate Agriculture",Wellington,,MPI Officials,
Andrew Hoggard,9/9/2024,11:10 AM - 12:40 PM,11:10 AM,12:40 PM,MPI Officials Meetings,OFFICIALS,"Biosecurity, Food Safety & Associate Agriculture",Wellington,,Officials,
Andrew Hoggard,9/11/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,9/16/2024,1:00 PM - 2:00 PM,1:00 PM,2:00 PM,Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,9/16/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,9/19/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,9/23/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,Officials,OFFICIALS,Food Safety,Wellington,,Officials,
Andrew Hoggard,9/25/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Officials,OFFICIALS,Associate Environment,Wellington,,Officials,
Andrew Hoggard,9/16/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,Officials,OFFICIALS,Biosecurity,Wellington,,Officials,
Andrew Hoggard,6/14/2024,1:30 PM - 2:00 PM,1:30 PM,2:00 PM,Federated Farmers Advocacy Hub,SPEECH,Associate Environment,Mystery Creek,,Event Attendees,
Andrew Hoggard,4/12/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,Local Government NZ,SPEECH,Associate Environment,Wellington,,Event Attendees,
Andrew Hoggard,6/20/2024,6:00 PM - 10:00 PM,6:00 PM,10:00 PM,National Sustainability Showcase,SPEECH,Associate Agriculture,Hamilton,,Event Attendees,
Andrew Hoggard,7/30/2024,5:00 PM - 5:30 PM,5:00 PM,5:30 PM,NZ Pork Conference,SPEECH,Associate Agriculture,Wellington,,Conference Attendees,
Andrew Hoggard,5/1/2024,11:00 AM - 12:00 PM,11:00 AM,12:00 PM,NZ Shearing Contractors Association,SPEECH,Associate Agriculture,Wellington,,Event Attendees,
Andrew Hoggard,5/30/2024,10:00 AM - 10:25 AM,10:00 AM,10:25 AM,NZFS Leaders,SPEECH,Food Safety,Parliament Buildings,,Event Attendees,
Andrew Hoggard,5/16/2024,8:45 AM - 9:45 AM,8:45 AM,9:45 AM,NZPPI Conference 2024,SPEECH,Biosecurity,Hamilton,,Event Attendees,
Andrew Hoggard,7/1/2024,8:45 AM - 10:00 AM,8:45 AM,10:00 AM,Opening NZ Food Safety & Science Research Centre Symposium,SPEECH,Food Safety,Hamilton,,Symposium Attendees,
Andrew Hoggard,6/18/2024,11:30 AM - 1:00 PM,11:30 AM,1:00 PM,Rural Contractors NZ Conference,SPEECH,Associate Agriculture,Masterton,,Event Attendees,
Andrew Hoggard,5/15/2024,1:30 PM - 3:15 PM,1:30 PM,3:15 PM,Woolshed Meeting with Federated Farmers and locals,SPEECH,Agriculture,Blenheim,,Event Attendees,
Andrew Hoggard,7/8/2024,6:00 PM - 7:00 PM,6:00 PM,7:00 PM,Haynes Creek Catchment Group Meeting,SPEECH & ATTEND,Minister,Feilding,,Attendees,
Andrew Hoggard,9/24/2024,4:40 PM - 4:50 PM,4:40 PM,4:50 PM,Biosecurity Business Pledge AGM,TEAMS MEET,Biosecurity,Videoconference,,Attendees,
Andrew Hoggard,10/17/2024,3:30 PM - 3:50 PM,3:30 PM,3:50 PM,"Dr Meg Vardy, Genevieve Mora, Kahlia McDougall & Megan Tombs",TEAMS MEET,Food Safety,Videoconference,,Attendees,
Andrew Hoggard,10/18/2024,12:00 PM - 1:00 PM,12:00 PM,1:00 PM,Environment Ministers (Australia & NZ),TEAMS MEET,Biosecurity,Videoconference,,Australia & NZ Ministers,
Andrew Hoggard,10/1/2024,8:00 AM - 8:30 AM,8:00 AM,8:30 AM,Ministerial,TEAMS MEET,Biosecurity,Videoconference,,Minister Brown,
Andrew Hoggard,7/19/2024,5:00 PM - 5:45 PM,5:00 PM,5:45 PM,FSANZ,TEAMS MEET,Food Safety,Online,,FSANZ Representatives,
Andrew Hoggard,7/29/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,He Tātai Rangahua FFYN,TEAMS MEET,Associate Agriculture,Online,,He Tātai Rangahua FFYN Representatives,
Andrew Hoggard,7/8/2024,1:30 PM - 2:00 PM,1:30 PM,2:00 PM,Hon Casey Costello,TEAMS MEET,Food Safety,Online,,Hon Casey Costello,
Andrew Hoggard,7/8/2024,2:00 PM - 2:35 PM,2:00 PM,2:35 PM,Hon Shane Reti and Hon Casey Costello,TEAMS MEET,Food Safety,Online,,Hon Shane Reti & Hon Casey Costello,
Andrew Hoggard,7/1/2024,5:50 PM - 6:05 PM,5:50 PM,6:05 PM,Hon Simeon Brown,TEAMS MEET,Biosecurity,Teams Meeting,,Hon Simeon Brown,
Andrew Hoggard,7/31/2024,8:30 PM - 9:00 PM,8:30 PM,9:00 PM,Infant Nutrition Council,TEAMS MEET,Food Safety,Online,,Infant Nutrition Council Representatives,
Andrew Hoggard,7/1/2024,2:45 PM - 3:15 PM,2:45 PM,3:15 PM,Northland Regional Council,TEAMS MEET,Biosecurity,Microsoft Teams Meeting,,Northland Regional Council Representatives,
Andrew Hoggard,7/2/2024,9:15 AM - 9:45 AM,9:15 AM,9:45 AM,"Raewyn Bleakley, CE & Donnell Alexamder, H&R Manager, NZ Food & Grocery",TEAMS MEET,Food Safety,Online,,NZ Food & Grocery & Officials,
Andrew Hoggard,10/1/2024,10:45 AM - 1:15 PM,10:45 AM,1:15 PM,Farm Tour,TOUR,Environment,Rangitikei,,Attendees,
Andrew Hoggard,10/31/2024,2:00 PM - 2:45 PM,2:00 PM,2:45 PM,Ag Tech,VISIT,Ministerial,Pukemoremore,,Event Attendees,
Andrew Hoggard,9/12/2024,2:15 PM - 2:45 PM,2:15 PM,2:45 PM,Country Kindy,VISIT,Ministerial,Palmerston North,,Event Attendees,
Andrew Hoggard,4/4/2024,10:00 AM - 11:00 AM,10:00 AM,11:00 AM,Farm Visit,VISIT,All,Taranaki,,Event Attendees,
Andrew Hoggard,6/21/2024,10:45 AM - 12:00 PM,10:45 AM,12:00 PM,Farm Visit,VISIT,Associate Agriculture,Patumahoe,,Event Attendees,
Andrew Hoggard,10/21/2024,10:45 AM - 6:00 PM,10:45 AM,6:00 PM,Farm Visits,VISIT,Associate Agriculture,Southland,,"Todd Stephenson MP, Attendees",
Andrew Hoggard,10/31/2024,4:00 PM - 5:30 PM,4:00 PM,5:30 PM,Matamata Chamber of Commerce,VISIT,Ministerial,Matamata,,Event Attendees,
Andrew Hoggard,5/27/2024,12:45 PM - 1:45 PM,12:45 PM,1:45 PM,MFE Officials,VISIT,Associate Environment,Parliament Buildings,,Wellington,
Andrew Hoggard,9/12/2024,9:30 AM - 10:15 AM,9:30 AM,10:15 AM,Novolabs,VISIT,Ministerial,Palmerston North,,Event Attendees,
Andrew Hoggard,9/12/2024,11:00 AM - 12:00 PM,11:00 AM,12:00 PM,Palmerston North Boys' High School,VISIT,Ministerial,Palmerston North,,Event Attendees,
Andrew Hoggard,10/31/2024,,,,St Joseph's Catholic School,VISIT,Ministerial,Morrinsville,,Event Attendees,
Andrew Hoggard,10/31/2024,10:35 AM - 11:45 AM,10:35 AM,11:45 AM,Waiorongomai Valley Farms,VISIT,Ministerial,Morrinsville,,Event Attendees,
Andrew Hoggard,10/30/2024,10:00 AM - 12:30 PM,10:00 AM,12:30 PM,Visit by Members of German Food and Agriculture Committee,VISIT,Associate Agriculture,Palmerston North,,German Parliamentary Delegation,